index,user_query,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
102,teacher_195,4.0,4.0,4.0,4.0,3.0,5.0,1.0,5.0,5.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,5.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0
103,teacher_21,1.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,4.0,5.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,3.0,5.0,5.0,2.0,5.0,5.0,3.0,4.0,3.0
104,teacher_29,1.0,4.0,1.0,1.0,5.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,1.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,5.0
105,teacher_34,2.0,5.0,4.0,4.0,2.0,4.0,5.0,3.0,1.0,5.0,5.0,4.0,1.0,3.0,2.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,3.0,3.0,1.0,5.0,1.0
106,teacher_45,5.0,5.0,2.0,1.0,2.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,5.0,1.0,2.0
107,teacher_48,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,5.0,1.0,2.0,3.0,4.0,5.0,1.0,4.0,3.0,3.0,1.0,2.0,5.0,3.0
108,teacher_55,2.0,4.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,1.0,5.0,1.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,5.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,3.0,5.0,1.0
109,teacher_59,5.0,4.0,2.0,5.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,5.0,1.0,3.0,4.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0
110,teacher_61,5.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0,5.0,3.0,4.0
111,teacher_64,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0
112,teacher_69,2.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,5.0,4.0,1.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0
113,teacher_74,2.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,5.0,4.0,2.0,1.0,4.0,1.0,5.0,5.0,1.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0
114,teacher_75,1.0,5.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,5.0,2.0,5.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,2.0,1.0,4.0,4.0,1.0
115,teacher_78,5.0,2.0,4.0,1.0,5.0,1.0,3.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,5.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,5.0
116,teacher_83,5.0,5.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,5.0,3.0,1.0,3.0,4.0,4.0,1.0,2.0,5.0,4.0,1.0,4.0,5.0,2.0,3.0,3.0,2.0
117,teacher_9,1.0,5.0,1.0,5.0,4.0,1.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,3.0,1.0,2.0,1.0,3.0,3.0
118,teacher_96,2.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,5.0,3.0,3.0,5.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0
119,teacher_98,5.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,5.0,4.0,1.0,4.0,5.0
120,writer_124,5.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,5.0,3.0,1.0,4.0,5.0,3.0,2.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,2.0,3.0,3.0,4.0
121,writer_144,5.0,3.0,2.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,1.0,3.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0
122,writer_161,5.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,5.0,1.0,1.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,1.0,5.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0
123,writer_164,4.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,5.0,1.0,3.0,3.0,1.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0
124,writer_166,4.0,3.0,2.0,5.0,3.0,1.0,2.0,3.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,1.0,2.0,4.0,4.0,5.0,1.0,5.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0
125,writer_167,2.0,3.0,3.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,5.0,5.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0
126,writer_17,2.0,2.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,2.0,2.0,5.0,4.0,2.0,5.0,5.0,4.0,2.0,5.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,5.0,5.0
127,writer_170,1.0,3.0,4.0,5.0,1.0,1.0,5.0,4.0,4.0,3.0,2.0,5.0,2.0,5.0,1.0,3.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0
128,writer_180,5.0,1.0,4.0,3.0,2.0,2.0,1.0,5.0,5.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,3.0,3.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0
129,writer_182,4.0,4.0,4.0,3.0,2.0,5.0,5.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,1.0,2.0,2.0,3.0,4.0
130,writer_193,4.0,3.0,1.0,5.0,1.0,3.0,5.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0
131,writer_194,1.0,4.0,3.0,1.0,2.0,2.0,1.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0
132,writer_195,1.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0
133,writer_21,5.0,3.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,5.0,2.0
134,writer_29,4.0,3.0,5.0,4.0,1.0,2.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,4.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0,4.0,2.0,1.0,1.0
135,writer_34,4.0,1.0,2.0,1.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,2.0,5.0,5.0,1.0,5.0,3.0,1.0,4.0,5.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,5.0
136,writer_45,2.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,5.0,3.0,3.0,1.0,4.0,3.0,1.0,5.0,4.0,3.0,5.0,1.0,5.0,1.0,3.0,3.0,3.0
137,writer_48,3.0,1.0,4.0,1.0,4.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,3.0,4.0,5.0,1.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,1.0,2.0,1.0
138,writer_55,3.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,2.0,2.0,1.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0
139,writer_59,1.0,5.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,1.0,3.0,1.0,3.0,5.0,2.0,5.0,2.0,3.0,1.0,4.0,4.0,5.0,5.0,1.0,3.0,2.0
140,writer_61,2.0,1.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,1.0,3.0,4.0,4.0,5.0
141,writer_64,1.0,1.0,4.0,5.0,1.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0
142,writer_69,5.0,5.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,3.0,5.0,5.0,4.0,1.0,4.0,1.0,4.0,3.0,2.0,3.0
143,writer_74,5.0,1.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,2.0,5.0,2.0,1.0,4.0,4.0,5.0,5.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,1.0,4.0,3.0
144,writer_75,2.0,4.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,5.0,2.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0
145,writer_78,3.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,5.0,5.0,4.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,2.0
146,writer_83,3.0,2.0,3.0,5.0,2.0,1.0,5.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,5.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,5.0,1.0,1.0
147,writer_9,4.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,5.0,3.0,1.0,5.0,2.0,1.0,4.0,3.0,1.0,5.0,3.0,5.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,2.0
148,writer_96,3.0,1.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0
149,writer_98,4.0,2.0,3.0,2.0,5.0,1.0,5.0,5.0,2.0,4.0,1.0,5.0,1.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,5.0,2.0,3.0
